ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,OCCUPANCY,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,CO INSURANCE,PISC LEAD CO I,ORG TYPE
CECILIA CHUA YUTIAMCO,,FI-NIL-CB-21-0000752-00-D,05/07/2021,05/07/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00027,12/16/2021,PHP,3500000,3500000,0,0,0,0,0,3500000,3500000,0,0,0,0,0,550,550,0,0,0,DAMAGE TO BUILDING,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
NANCY C. CHUA,,FI-NIL-CB-21-0000754-00-D,05/07/2021,05/07/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00025,12/16/2021,PHP,1000000,1000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,550,550,0,0,0,DAMAGE TO BUILDING,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
HOMEMAKER FURNITURE CORPORATION,,FI-NIL-CB-21-0000767-00-D,05/10/2021,05/10/2022,1,STOCKS,GENERAL - COMMERCIAL,FI-NIL-CB-21-00007,12/16/2021,PHP,20000000,20000000,0,0,0,0,0,19000000,19000000,0,0,0,0,0,1933714.91,1933714.91,72577.55,72577.55,-255000,Typhoon Damage,Partial Loss,OS-FOR APPROVAL,,712,VENUS MARIE E. LABRA,N,N,N,I
RJE'S PHARMACY & GENERAL MERCHANDISE (PROPRIETOR : ELIZABETH T. JUGALBOT),,FI-NIL-CB-21-0000773-00-D,07/16/2021,07/16/2022,1,STOCKS,GENERAL - COMMERCIAL,FI-NIL-CB-21-00048,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,1500000,1500000,0,0,0,0,0,691296.96,691296.96,42544.81,42544.81,0,TYPHOON ODETTE,,CLOSED,,3196,DEOGRACIAS B. GODIN,N,N,N,R
RJE'S PHARMACY & GENERAL MERCHANDISE (PROPRIETOR : ELIZABETH T. JUGALBOT),,FI-NIL-CB-21-0000773-00-D,07/16/2021,07/16/2022,2,IMP/BETTRM,GENERAL - COMMERCIAL,FI-NIL-CB-21-00048,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,500000,500000,0,0,0,0,0,43501.88,43501.88,0,0,0,TYPHOON ODETTE,,CLOSED,,3196,DEOGRACIAS B. GODIN,N,N,N,R
RAUL AND ELIZABETH JUGALBOT SPS.,,FI-NIL-CB-21-0000774-00-D,07/24/2021,07/24/2022,2,MAC/EQPTS,RESIDENTIAL,FI-NIL-CB-22-00087,12/16/2021,PHP,7500000,7500000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,362712.79,362712.79,0,0,0,DAMAGE TO BUILDING,,CLOSED,,3196,DEOGRACIAS B. GODIN,N,N,N,R
RAUL AND ELIZABETH JUGALBOT SPS.,,FI-NIL-CB-21-0000774-00-D,07/24/2021,07/24/2022,3,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00087,12/16/2021,PHP,7500000,7500000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,146760,146760,45647.69,45647.69,0,DAMAGE TO BUILDING,,CLOSED,,3196,DEOGRACIAS B. GODIN,N,N,N,R
RAUL AND ELIZABETH JUGALBOT SPS.,,FI-NIL-CB-21-0000774-00-D,07/24/2021,07/24/2022,4,OFFF/FFF,GENERAL - COMMERCIAL,FI-NIL-CB-22-00087,12/16/2021,PHP,7500000,7500000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,336120.16,336120.16,0,0,0,DAMAGE TO BUILDING,,CLOSED,,3196,DEOGRACIAS B. GODIN,N,N,N,R
ELENO G. ROJAS,,FI-NIL-CB-21-0000776-00-D,03/17/2021,03/17/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00024,12/16/2021,PHP,500000,500000,0,0,0,0,0,400000,400000,0,0,0,0,0,7802.86,7802.86,0,0,0,Damage to Building,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000778-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00063,12/16/2021,PHP,21000000,21000000,0,0,0,0,0,18500000,18500000,0,0,0,0,0,4607763.42,4607763.42,162253.25,162253.25,0,BUILDING,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000779-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00064,12/16/2021,PHP,7300000,7300000,0,0,0,0,0,7000000,7000000,0,0,0,0,0,7289.24,7289.24,10302.81,10302.81,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000780-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00066,12/16/2021,PHP,8500000,8500000,0,0,0,0,0,6000000,6000000,0,0,0,0,0,0,0,10257.62,10257.62,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000781-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00067,12/16/2021,PHP,1500000,1500000,0,0,0,0,0,1500000,1500000,0,0,0,0,0,71561.68,71561.68,16420.32,16420.32,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000782-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00071,12/16/2021,PHP,750000,750000,0,0,0,0,0,750000,750000,0,0,0,0,0,177595,177595,14358.1,14358.1,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000783-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00068,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,472139.47,472139.47,27966.96,27966.96,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000784-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00072,12/16/2021,PHP,23000000,23000000,0,0,0,0,0,22500000,22500000,0,0,0,0,0,2538347.59,2538347.59,106993.89,106993.89,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000785-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-21-00033,12/16/2021,PHP,24000000,24000000,0,0,0,0,0,22500000,22500000,0,0,0,0,0,0,0,0,0,0,Typhoon Damage,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
DAUGHTERS OF MARY HELP OF CHRISTIANS SCHOOL,,FI-NIL-CB-21-0000785-00-D,05/02/2021,05/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00073,12/16/2021,PHP,24000000,24000000,0,0,0,0,0,22500000,22500000,0,0,0,0,0,1814083.59,1814083.59,79558.29,79558.29,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,2590,CHRISTINE FRANCES R. MORALES,N,N,N,I
ROMEO T.  OPLADO,,FI-NIL-CB-21-0000789-00-D,04/14/2021,04/14/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00043,12/16/2021,PHP,5300000,5300000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,550,550,0,0,0,DAMAGE TO BUILDING,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
TEOFILO L. CHONG,,FI-NIL-CB-21-0000816-00-D,06/04/2021,06/04/2022,1,BUILDING,WAREHOUSE - OTHERS,FI-NIL-CB-22-00040,12/16/2021,PHP,4000000,4000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO BUILDING,,CLOSED,,2263,TOMAS B. TAN,N,N,N,R
TEOFILO L. CHONG,,FI-NIL-CB-21-0000817-00-D,06/03/2021,06/03/2022,1,STOCKS,GENERAL - COMMERCIAL,FI-NIL-CB-22-00039,12/16/2021,PHP,10000000,10000000,0,0,0,0,0,10000000,10000000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO BUILDING,,CLOSED,,2263,TOMAS B. TAN,N,N,N,R
CLD DEVELOPMENT CORPORATION,,FI-NIL-CB-21-0000823-00-D,06/07/2021,06/07/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00096,12/16/2021,PHP,4000000,4000000,0,0,0,0,0,4000000,4000000,0,0,0,0,0,0,0,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,535,EGY INSURANCE AGENCY,N,N,N,I
ISLANDER FOOTWEAR MANUFACTURING CORP.,,FI-NIL-CB-21-0000843-00-D,06/18/2021,06/18/2022,1,STOCKS,INDUSTRIAL - OTHERS,FI-NIL-CB-21-00012,12/16/2021,PHP,67183685.85,67183685.85,0,0,0,0,0,2640000,2640000,0,0,0,0,0,0,0,0,0,0,partial damage,,CLOSED,,2471,KATHERINE O. SANCHEZ,N,N,N,I
A.D. GOTHONG MFG.CORP./ALPA OIL MILL CORP.,,FI-NIL-CB-21-0000861-00-D,05/13/2021,05/13/2022,1,STOCKS,WAREHOUSE - OTHERS,FI-NIL-CB-22-00017,12/16/2021,PHP,20000000,20000000,0,0,0,0,0,20000000,20000000,0,0,0,0,0,1631478.76,1631478.76,66132,66132,0,TYPHOON ODETTE LOSS,PARTIAL LOSS,CLOSED,,30000,CEBU BRANCH,N,N,N,I
A .D. GOTHONG MFG. CORP.,,FI-NIL-CB-21-0000862-00-D,06/07/2021,06/07/2022,1,BUILDING,INDUSTRIAL - OTHERS,FI-NIL-CB-22-00085,12/16/2021,PHP,8000000,8000000,0,0,0,0,0,8000000,8000000,0,0,0,0,0,0,0,5910,5910,0,MULTIPLE DAMAGES,HIT BY TYPHOON ODETTE,CLOSED,,30000,CEBU BRANCH,N,N,N,I
ALREY CARGO FORWARDING,,FI-NIL-CB-21-0000863-00-D,06/14/2021,06/14/2022,1,STOCKS,GENERAL - COMMERCIAL,FI-NIL-CB-22-00018,12/16/2021,PHP,5000000,5000000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE LOSS,PARTIAL LOSS,CLOSED,,3206,KI KHUN YU,N,N,N,I
"FLYNN, FEDILA NIERE",,FI-NIL-CB-21-0000880-00-D,05/25/2021,05/25/2022,1,BUILDINGS,RESIDENTIAL,FI-NIL-CB-22-00035,12/16/2021,PHP,5000000,5000000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO BUILDING,,CLOSED,,4336,CRISTY L. DELA CALZADA,N,N,N,R
ASIAN HOME APPLIANCE CENTER COMPANY,,FI-NIL-CB-21-0000882-00-D,05/25/2021,05/25/2022,2,LEASEHOLD/IMP,WAREHOUSE - OTHERS,FI-NIL-CB-23-00002,12/16/2021,PHP,3000000,3000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,129687.75,129687.75,0,0,0,damage to property,,CLOSED,,2734,AILEEN Y. MARAYA,N,N,N,I
GERIC AND MARIBELLE ADELFA NAVARRO LAUDE SPS.,,FI-NIL-CB-21-0000886-00-D,06/01/2021,06/01/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00022,12/16/2021,PHP,5847500,5847500,0,0,0,0,0,5847500,5847500,0,0,0,0,0,25760,25760,0,0,0,Damage to Building,,CLOSED,,20384,PIONEER LIFE GROUP - EMPLOYEES,N,N,N,R
ALFONSO & SONS DEVELOPMENT CORP.,,FI-NIL-CB-21-0000945-00-D,06/15/2021,06/15/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-21-00037,12/16/2021,PHP,6000000,6000000,0,0,0,0,0,6000000,6000000,0,0,0,0,0,696904.91,696904.91,42287.82,42287.82,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,3208,LEVIE C. LIM,N,N,N,I
MARIE PEARL ANGELI A. VILLANUEVA/ALYZA CAMILLE A. VILLANUEVA/CLIFF EARLLUCK A. VILLANUEVA,,FI-NIL-CB-21-0000950-00-D,06/15/2021,06/15/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-21-00032,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,1500000,1500000,0,0,0,0,0,49740.4,49740.4,0,0,0,TYPHOON ODETTE,,CLOSED,,2734,AILEEN Y. MARAYA,N,N,N,R
ALFONSO AND SONS DEVELOPMENT CORP.,,FI-NIL-CB-21-0000966-00-D,06/15/2021,06/15/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-21-00038,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,3208,LEVIE C. LIM,N,N,N,I
ALFONSO AND SONS DEVELOPMENT CORP.,,FI-NIL-CB-21-0000969-00-D,06/15/2021,06/15/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00004,12/16/2021,PHP,6000000,6000000,0,0,0,0,0,6000000,6000000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,3208,LEVIE C. LIM,N,N,N,I
IRIS R. CABEGUIN,,FI-NIL-CB-21-0000984-00-D,07/17/2021,07/17/2022,1,HSH/FFF,RESIDENTIAL,FI-NIL-CB-21-00015,12/16/2021,PHP,500000,500000,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0,0,0,0,Damage to Building,,CLOSED,,712,VENUS MARIE E. LABRA,N,N,N,R
ELSA GENSON TIROL,,FI-NIL-CB-21-0001002-00-D,07/05/2021,07/05/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-21-00039,12/16/2021,PHP,12000000,12000000,0,0,0,0,0,10000000,10000000,0,0,0,0,0,193974.48,193974.48,22119,22119,0,TYPHOON ODETTE,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
"JONATHAN ANDREW YU,AUDREY JOHANNA YU,ALMA JANE YU AND JULES ALEXANDER YU",,FI-NIL-CB-21-0001003-00-D,07/01/2021,07/01/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00082,12/16/2021,PHP,4000000,4000000,0,0,0,0,0,3500000,3500000,0,0,0,0,0,1,0,0,0,0,DAMAGE TO BUILDING,,CLOSED,,4017,MARIA DAHLIA A. BORRES,N,N,N,R
VICTOR ARIEL H. REYES MR.,,FI-NIL-CB-21-0001010-00-D,07/17/2021,07/17/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00001,12/16/2021,PHP,1000000,1000000,0,0,0,0,0,500000,500000,0,0,0,0,0,99036,99036,0,0,0,Damage to Building,,CLOSED,,3172,DICKYIEL VICTOR C. REYES,N,N,N,R
DENNIS & MYRAFLOR YU SPS.,,FI-NIL-CB-21-0001017-00-D,06/30/2021,06/30/2022,1,BUILDINGS,WAREHOUSE - OTHERS,FI-NIL-CB-21-00042,12/16/2021,PHP,88871000,88871000,0,0,0,0,0,73871000,73871000,0,0,0,0,0,916886.54,916886.54,111277.06,111277.06,0,TYPHOON ODETTE,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
BERNARD NICOLAS E. VILLAMOR,,FI-NIL-CB-21-0001068-00-D,07/31/2021,07/31/2022,1,BUILDINGS,RESIDENTIAL,FI-NIL-CB-21-00029,12/16/2021,PHP,7000000,7000000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,500000,0,19694.3,19694.3,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,2512,ANTONIO M. GATBONTON,N,N,N,R
"CENAPRO, INC.",,FI-NIL-CB-21-0001095-00-D,08/15/2021,08/15/2022,1,STOCKS,WAREHOUSE - OTHERS,FI-NIL-CB-22-00080,12/16/2021,PHP,5000000,5000000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,0,0,6494.03,6494.03,0,damage to property,,CLOSED,,2410,OLIVER Y. PO,N,N,N,I
MDM. GEMMA BAGUIO TO HARRY BAGUIO,,FI-NIL-CB-21-0001102-00-D,08/12/2021,08/12/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00076,12/16/2021,PHP,300000,300000,0,0,0,0,0,300000,300000,0,0,0,0,0,151036.01,151036.01,16923,0,0,DAMAGE TO BUILDING,,OS-FOR APPROVAL,,30000,CEBU BRANCH,N,N,N,R
MDM. GEMMA BAGUIO TO HARRY BAGUIO,,FI-NIL-CB-21-0001103-00-D,08/12/2021,08/12/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-21-00018,12/16/2021,PHP,1550000,1550000,0,0,0,0,0,1550000,1550000,0,0,0,0,0,312570.68,312570.68,26348,26348,0,Damage to Building,,CLOSED,,30000,CEBU BRANCH,N,N,N,R
BLISSLAND REALTY AND DEVELOPMENT CORPORATION,,FI-NIL-CB-21-0001105-00-D,07/30/2021,07/30/2022,1,BUILDING,WAREHOUSE - OTHERS,FI-NIL-CB-22-00020,12/16/2021,PHP,10000000,10000000,0,0,0,0,0,10000000,10000000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,30000,CEBU BRANCH,N,N,N,I
"IGNACIO M. CORTES GENERAL HOSPITAL, INC. DR.",,FI-NIL-CB-21-0001122-00-D,08/01/2021,08/01/2022,1,BUILDING,GENERAL - NON COMMERCIAL,FI-NIL-CB-22-00013,12/16/2021,PHP,20000000,20000000,0,0,0,0,0,10000000,10000000,0,0,0,0,0,571612.92,571612.92,75289.29,75289.29,0,TYPHOON ODETTE,,CLOSED,,1031,DINAH J. DEJORAS,N,N,N,I
BTDT REALTY CORP. (CARMEN BASILGO),,FI-NIL-CB-21-0001124-00-D,08/02/2021,08/02/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00075,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,52815.86,52815.86,0,0,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,1031,DINAH J. DEJORAS,N,N,N,I
ERLINDA Q. CHRISTENSEN,,FI-NIL-CB-21-0001134-00-D,10/08/2021,10/08/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00029,12/16/2021,PHP,11000000,11000000,0,0,0,0,0,10000000,10000000,0,0,0,0,0,2018150.25,2018150.25,101648.63,101648.63,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,30000,CEBU BRANCH,N,N,N,I
ERLINDA Q. CHRISTENSEN,,FI-NIL-CB-21-0001134-00-D,10/08/2021,10/08/2022,2,HSH/FFF,RESIDENTIAL,FI-NIL-CB-22-00029,12/16/2021,PHP,11000000,11000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,303864.84,303864.84,0,0,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,30000,CEBU BRANCH,N,N,N,I
AQUILINO JR. A. VINCULADO,,FI-NIL-CB-21-0001141-00-D,10/23/2021,10/23/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-21-00047,12/16/2021,PHP,14261100,14261100,0,0,0,0,0,14261100,14261100,0,0,0,0,0,50000,50000,0,0,0,TYPHOON ODETTE,,CLOSED,,3196,DEOGRACIAS B. GODIN,N,N,N,R
CANDELARIA ARCADE,,FI-NIL-CB-21-0001171-00-D,08/12/2021,08/12/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00090,12/16/2021,PHP,5000000,5000000,0,0,0,0,0,5000000,5000000,0,0,0,0,0,219680.52,219680.52,31826,31826,0,PROPERTY DAMAGE DUE TO TYPHOON,,CLOSED,,1031,DINAH J. DEJORAS,N,N,N,I
TAI GUAN TEMPLE,,FI-NIL-CB-21-0001208-00-D,08/22/2021,08/22/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00033,12/16/2021,PHP,3000000,3000000,0,0,0,0,0,3000000,3000000,0,0,0,0,0,0,0,6973.2,6973.2,0,TYPHOON ODETTE,,CLOSED,,1427,BRYAN ANTOINE T. ONG,N,N,N,I
HERMANUS GEORGE WILLEMSEN & MARY ANN LANURIAS WILLEMSEN SPS.,,FI-NIL-CB-21-0001218-00-D,09/11/2021,09/11/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00084,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,92512.56,92512.56,13234,13234,0,DAMAGE TO BUILDING,,OS-FOR APPROVAL,,2581,RAY V. MONTECILLO,N,N,N,R
HERMANUS GEORGE WILLEMSEN & MARY ANN LANURIAS WILLEMSEN SPS.,,FI-NIL-CB-21-0001229-00-D,09/13/2021,09/13/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00093,12/16/2021,PHP,2000000,2000000,0,0,0,0,0,2000000,2000000,0,0,0,0,0,107444.98,107444.98,13238,13238,0,DAMAGE TO BUILDING,,CLOSED,,2581,RAY V. MONTECILLO,N,N,N,R
"CENAPRO, INC.",,FI-NIL-CB-21-0001231-00-D,09/15/2021,09/15/2022,1,STOCKS,WAREHOUSE - OTHERS,FI-NIL-CB-22-00003,12/16/2021,PHP,7000000,7000000,0,0,0,0,0,7000000,7000000,0,0,0,0,0,0,0,42684.04,42684.04,0,TYPHOON ODETTE,,CLOSED,,2410,OLIVER Y. PO,N,N,N,I
ROBERT AND ALTHEA JANE LAO SPS.,,FI-NIL-CB-21-0001240-00-D,10/03/2021,10/03/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00002,12/16/2021,PHP,16000000,16000000,0,0,0,0,0,14000000,14000000,0,0,0,0,0,94146.98,94146.98,27338.17,27338.17,0,TYPHOON ODETTE,,CLOSED,,1999,"RISKWISE INSURANCE AGENCY, INC.",N,N,N,I
JJ & J CONSTRUCTION & GENERAL SUPPLY,,FI-NIL-CB-21-0001276-00-D,09/11/2021,09/11/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00059,12/16/2021,PHP,20101000,20101000,0,0,0,0,0,20101000,20101000,0,0,0,0,0,0,0,0,0,0,TYPHOON ODETTE,,CLOSED,,1884,"DBP INSURANCE BROKERAGE, INC.",N,N,N,I
SPS. LANDELINO & MA. VICTORIA EWICAN,,FI-NIL-CB-21-0001302-00-D,09/06/2021,09/06/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00032,12/16/2021,PHP,8000000,8000000,0,0,0,0,0,4000000,4000000,0,0,0,0,0,398517.97,398517.97,0,0,0,DAMAGE TO BUILDING,,CLOSED,,2319,MA. VICTORIA A. EWICAN,N,N,N,R
RODNEY L. FERNANDEZ &/OR CLEOFE R. FERNANDEZ,,FI-NIL-CB-21-0001324-00-D,11/17/2021,11/17/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00031,12/16/2021,PHP,543000,543000,0,0,0,0,0,373000,373000,0,0,0,0,0,19713.08,19713.08,0,0,0,DAMAGE TO BUILDING,,CLOSED,,384,PIONEER GROUP-EMPLOYEES,N,N,N,R
JEAN CARLO S. MANUGAS,,FI-NIL-CB-21-0001332-00-D,09/08/2021,09/08/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00052,12/16/2021,PHP,4400000,4400000,0,0,0,0,0,3900000,3900000,0,0,0,0,0,1,0,0,0,0,DAMAGE TO BUILDING,,CLOSED,,4330,JENNIE G. COGTAS,N,N,N,R
"CEBU KANG HA FOUNDATION, INC.",,FI-NIL-CB-21-0001369-00-D,10/22/2021,10/22/2022,1,BUILDING,GENERAL - COMMERCIAL,FI-NIL-CB-22-00010,12/16/2021,PHP,23000000,23000000,0,0,0,0,0,20000000,20000000,0,0,0,0,0,1307288.91,1307288.91,92374.39,92374.39,0,TYPHOON ODETTE,,OS-FOR APPROVAL,,535,EGY INSURANCE AGENCY,N,N,N,I
ROSITA G. POSON,,FI-NIL-CB-21-0001396-00-D,09/19/2021,09/19/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00069,12/16/2021,PHP,1200000,1200000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,10879.56,10879.56,0,0,0,TYPHOON ODETTE CLAIM,,CLOSED,,788,MAXIMA C. YU,N,N,N,R
CONCEPCION CALINGA AND CALIXTO CALINGA,,FI-NIL-CB-21-0001423-00-D,09/29/2021,09/29/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00045,12/16/2021,PHP,3600000,3600000,0,0,0,0,0,3400000,3400000,0,0,0,0,0,534759.45,534759.45,0,0,0,DAMAGE TO BUILDING,,CLOSED,,4330,JENNIE G. COGTAS,N,N,N,R
CONCEPCION CALINGA AND CALIXTO CALINGA,,FI-NIL-CB-21-0001423-00-D,09/29/2021,09/29/2022,2,CONTENTS,RESIDENTIAL,FI-NIL-CB-22-00045,12/16/2021,PHP,3600000,3600000,0,0,0,0,0,200000,200000,0,0,0,0,0,170506.5,170506.5,0,0,0,DAMAGE TO BUILDING,,CLOSED,,4330,JENNIE G. COGTAS,N,N,N,R
"SY, VICENTE MR.",,FI-NIL-CB-21-0001424-00-D,10/17/2021,10/17/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-22-00037,12/16/2021,PHP,15000000,15000000,0,0,0,0,0,12000000,12000000,0,0,0,0,0,0,0,9322.45,9322.45,0,DAMAGE TO BUILDING,,OS-FOR APPROVAL,,2800,LIZA C. GOTHONG,N,N,N,R
REYNALDO & ROSE MARY TACDER,,FI-NIL-CB-21-0001425-00-D,10/01/2021,10/01/2022,1,BUILDING,RESIDENTIAL,FI-NIL-CB-21-00041,12/16/2021,PHP,10000000,10000000,0,0,0,0,0,10000000,10000000,0,0,0,0,0,104160.89,104160.89,16881.16,16881.16,0,TYPHOON ODETTE,,CLOSED,,2800,LIZA C. GOTHONG,N,N,N,R
